x,y,z
1.296070267167154,0.605084388038623,2.2294708180298604
-1.1092053368048265,0.7682680925095278,0.5437186009781851
1.607104752920173,0.5686514548840943,2.104250310311258
-1.2302298765167003,-0.16233458445901236,2.496295351023577
-0.0898420131003201,0.7126564030207236,-1.0316284534898774
-5.061521042685035e-15,2.0278854379125965e-16,1.0128506980658677e-28
-1.6380679841897485,-0.22867406904440543,2.2293571975307134
1.6380679841897572,0.22867406904442233,2.2293571975307134
1.7036067149699723,-0.7960835686726193,-0.21546382438371703
-1.6071047529201605,-0.568651454884113,2.1042503103112575
1.109205336804817,-0.7682680925095347,0.5437186009781849
1.230229876516695,0.16233458445901963,2.4962953510235764
0.08984201310031094,-0.7126564030207293,-1.0316284534898774
-1.2960702671671618,-0.6050843880386345,2.229470818029859
-1.7036067149699605,0.7960835686726104,-0.21546382438371936
