x,y,col,result,local_minima,distance_to_minima,steps,converged
4.982413332635268,4.982413332635267,7,8.607262531304723,3.656356772907543e-9,1.6979112420205331,12,true
1.7971634972410617,4.982413332635268,7,6.2346621860826685,1.865191070886139e-9,2.1613069957838986,22,true
1.7971634972410617,1.7971634972410613,7,3.8620618408606138,7.333705724962853e-11,2.5415729921187427,12,true
0.28712865670851606,4.982413332635268,7,4.413658852907314,1.8644794475691784e-9,1.2615266721481826,28,true
4.982413332635268,0.2871286567085183,7,4.413658852907315,1.8644794631816897e-9,1.261526672148183,26,true
3.1254847093977904,0.2871286567085183,7,0.4729190143543139,1.864525284167584e-9,3.081964856381,22,true
0.28712865670851473,3.12548470939779,7,0.4729190143543129,1.8644023182939895e-9,3.0819648563810285,24,true
3.125484709397791,4.982413332635267,7,4.6665226927517205,2.149130318152004e-9,1.2062218922962815,31,true
4.982413332635268,1.797163497241061,7,6.234662186082668,1.864832417825131e-9,2.1613069957837174,22,true
0.28712865670851384,0.2871286567085183,7,0.22005517450990494,7.260214998638936e-11,0.547719365462669,9,true
3.125484709397791,3.12548470939779,7,0.7257828541987199,3.6563458927219017e-9,4.324004885361774,6,true
1.7971634972410615,0.2871286567085174,7,2.04105850768526,7.260361062355614e-11,1.9364562644675938,20,true
3.125484709397791,1.7971634972410613,7,2.2939223475296653,3.5727040770261453e-10,1.9008904684671593,21,true
4.982413332635268,3.12548470939779,7,4.666522692751723,2.14914502860708e-9,1.2062218922962773,31,true
0.2871286567085165,1.7971634972410606,7,2.041058507685259,7.260361409300309e-11,1.9364562644675927,20,true
1.797163497241062,3.12548470939779,7,2.2939223475296684,3.5728596123330014e-10,1.9008904684671333,21,true
